spec,inline,compiler,class,target,run,status,gflops,wall_seconds,build_status,build_time_seconds,build_peak_rss_kb,job_id,array_task_id,node,started_at,finished_at,error_message
fullspec,noinline,new,A,mt_pth,18,SUCCESS,1.856577,2.272787,SUCCESS,31.136761,1576736.0,1642540,2,cn99,2026-05-25T18:51:19+00:00,2026-05-25T18:52:36+00:00,
fullspec,noinline,new,A,mt_pth,19,SUCCESS,1.782006,2.376079,SUCCESS,31.136761,1576736.0,1642540,2,cn99,2026-05-25T18:51:19+00:00,2026-05-25T18:52:36+00:00,
fullspec,noinline,new,A,mt_pth,20,SUCCESS,1.856774,2.276449,SUCCESS,31.136761,1576736.0,1642540,2,cn99,2026-05-25T18:51:19+00:00,2026-05-25T18:52:36+00:00,
fullspec,noinline,new,B,mt_pth,1,SUCCESS,1.987252,9.982396,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,2,SUCCESS,1.979656,10.010979,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,3,SUCCESS,1.813511,10.946525,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,4,SUCCESS,1.519385,13.05171,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,5,SUCCESS,1.5528,12.759058,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,6,SUCCESS,1.567778,12.628202,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,7,SUCCESS,1.557209,12.709056,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,8,SUCCESS,1.530956,12.939823,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,9,SUCCESS,1.512142,13.083436,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,10,SUCCESS,1.558488,12.758843,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,11,SUCCESS,1.544164,12.827915,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,12,SUCCESS,1.586999,12.480379,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,13,SUCCESS,1.600131,12.414809,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,14,SUCCESS,1.514743,13.06992,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,15,SUCCESS,1.542391,12.832938,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,16,SUCCESS,1.562282,12.679598,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,17,SUCCESS,1.597103,12.392914,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,18,SUCCESS,1.515163,13.087842,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,19,SUCCESS,1.539105,12.868153,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,B,mt_pth,20,SUCCESS,1.557555,12.714018,SUCCESS,58.206027,1576992.0,1642540,10,cn99,2026-05-25T18:56:37+00:00,2026-05-25T19:01:44+00:00,
fullspec,noinline,new,C,mt_pth,1,SUCCESS,1.181751,133.060364,,,,1642540,18,cn99,2026-05-25T19:10:17+00:00,,
fullspec,noinline,new,C,mt_pth,2,SUCCESS,1.185412,132.85529,,,,1642540,18,cn99,2026-05-25T19:10:17+00:00,,
fullspec,noinline,new,C,mt_pth,3,SUCCESS,1.202033,131.053027,,,,1642540,18,cn99,2026-05-25T19:10:17+00:00,,
fullspec,noinline,new,C,mt_pth,4,SUCCESS,1.202445,131.054151,,,,1642540,18,cn99,2026-05-25T19:10:17+00:00,,
fullspec,noinline,new,C,mt_pth,5,SUCCESS,1.18242,133.182095,,,,1642540,18,cn99,2026-05-25T19:10:17+00:00,,
fullspec,noinline,new,C,mt_pth,6,SUCCESS,1.179709,133.542338,,,,1642540,18,cn99,2026-05-25T19:10:17+00:00,,
fullspec,noinline,new,C,mt_pth,7,SUCCESS,1.416651,111.445568,,,,1642540,18,cn99,2026-05-25T19:10:17+00:00,,
fullspec,noinline,new,C,mt_pth,8,SUCCESS,1.566024,100.764635,,,,1642540,18,cn99,2026-05-25T19:10:17+00:00,,
fullspec,noinline,new,C,mt_pth,9,SUCCESS,1.552636,101.437186,,,,1642540,18,cn99,2026-05-25T19:10:17+00:00,,
fullspec,noinline,new,C,mt_pth,10,SUCCESS,1.540908,102.20121,,,,1642540,18,cn99,2026-05-25T19:10:17+00:00,,
fullspec,noinline,new,C,mt_pth,11,SUCCESS,1.568367,101.150783,,,,1642540,18,cn99,2026-05-25T19:10:17+00:00,,
fullspec,noinline,new,C,mt_pth,12,SUCCESS,1.539833,102.360098,,,,1642540,18,cn99,2026-05-25T19:10:17+00:00,,
fullspec,noinline,new,C,mt_pth,13,SUCCESS,1.526467,103.155773,,,,1642540,18,cn99,2026-05-25T19:10:17+00:00,,
fullspec,noinline,new,C,mt_pth,14,SUCCESS,1.555106,101.298097,,,,1642540,18,cn99,2026-05-25T19:10:17+00:00,,
fullspec,noinline,new,C,mt_pth,15,SUCCESS,1.55108,101.535327,,,,1642540,18,cn99,2026-05-25T19:10:17+00:00,,
fullspec,noinline,orig,A,mt_pth,1,SUCCESS,1.817385,2.3133,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,2,SUCCESS,1.834699,2.29974,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,3,SUCCESS,1.765944,2.3963,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,4,SUCCESS,1.830895,2.297961,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,5,SUCCESS,1.764652,2.396913,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,6,SUCCESS,1.834338,2.288229,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,7,SUCCESS,1.8306,2.30447,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,8,SUCCESS,1.829113,2.295802,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,9,SUCCESS,1.827156,2.296345,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,10,SUCCESS,1.822014,2.313593,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,11,SUCCESS,1.831261,2.289202,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,12,SUCCESS,1.828692,2.297345,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,13,SUCCESS,1.827592,2.312014,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,14,SUCCESS,1.828277,2.301401,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,15,SUCCESS,1.823355,2.305304,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,16,SUCCESS,1.826318,2.303574,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,17,SUCCESS,1.829092,2.297549,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,18,SUCCESS,1.823404,2.316892,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,19,SUCCESS,1.799969,2.388077,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,A,mt_pth,20,SUCCESS,1.806858,2.330953,SUCCESS,30.373941,1555776.0,1642540,3,cn99,2026-05-25T18:52:38+00:00,2026-05-25T18:53:55+00:00,
fullspec,noinline,orig,B,mt_pth,1,SUCCESS,1.410608,14.029081,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,2,SUCCESS,1.478898,13.381506,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,3,SUCCESS,1.485535,13.326426,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,4,SUCCESS,1.474433,13.438519,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,5,SUCCESS,1.364567,14.478317,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,6,SUCCESS,1.485568,13.302087,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,7,SUCCESS,1.489252,13.299122,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,8,SUCCESS,1.500488,13.184104,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,9,SUCCESS,1.506837,13.129433,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,10,SUCCESS,1.44328,13.741031,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,11,SUCCESS,1.516089,13.050701,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,12,SUCCESS,1.531541,12.923449,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,13,SUCCESS,1.498077,13.272686,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,14,SUCCESS,1.367706,14.430123,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,15,SUCCESS,1.447314,13.671261,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,16,SUCCESS,1.486042,13.296466,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,17,SUCCESS,1.699178,11.644933,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,18,SUCCESS,1.943376,10.205616,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,19,SUCCESS,1.887169,10.490728,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,B,mt_pth,20,SUCCESS,1.720006,11.519864,SUCCESS,42.018706,1555540.0,1642540,11,cn99,2026-05-25T18:57:20+00:00,2026-05-25T19:02:23+00:00,
fullspec,noinline,orig,C,mt_pth,1,SUCCESS,1.182301,133.077806,,,,1642540,19,cn99,2026-05-25T19:17:53+00:00,,
fullspec,noinline,orig,C,mt_pth,2,SUCCESS,1.449691,109.030684,,,,1642540,19,cn99,2026-05-25T19:17:53+00:00,,
fullspec,noinline,orig,C,mt_pth,3,SUCCESS,1.201826,130.967426,,,,1642540,19,cn99,2026-05-25T19:17:53+00:00,,
fullspec,noinline,orig,C,mt_pth,4,SUCCESS,1.202319,130.950831,,,,1642540,19,cn99,2026-05-25T19:17:53+00:00,,
fullspec,noinline,orig,C,mt_pth,5,SUCCESS,1.215339,129.693026,,,,1642540,19,cn99,2026-05-25T19:17:53+00:00,,
fullspec,noinline,orig,C,mt_pth,6,SUCCESS,1.21128,129.86508,,,,1642540,19,cn99,2026-05-25T19:17:53+00:00,,
fullspec,noinline,orig,C,mt_pth,7,SUCCESS,1.181859,133.007997,,,,1642540,19,cn99,2026-05-25T19:17:53+00:00,,
fullspec,noinline,orig,C,mt_pth,8,SUCCESS,1.239072,127.155921,,,,1642540,19,cn99,2026-05-25T19:17:53+00:00,,
fullspec,noinline,orig,C,mt_pth,9,SUCCESS,1.196791,131.681466,,,,1642540,19,cn99,2026-05-25T19:17:53+00:00,,
fullspec,noinline,orig,C,mt_pth,10,SUCCESS,1.22631,128.52883,,,,1642540,19,cn99,2026-05-25T19:17:53+00:00,,
fullspec,noinline,orig,C,mt_pth,11,SUCCESS,1.214146,129.801852,,,,1642540,19,cn99,2026-05-25T19:17:53+00:00,,
fullspec,noinline,orig,C,mt_pth,12,SUCCESS,1.189983,132.358459,,,,1642540,19,cn99,2026-05-25T19:17:53+00:00,,
fullspec,noinline,orig,C,mt_pth,13,SUCCESS,1.38158,113.899405,,,,1642540,19,cn99,2026-05-25T19:17:53+00:00,,
nospec,inline,new,A,mt_pth,1,SUCCESS,3.254141,1.371502,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,2,SUCCESS,2.811946,1.561331,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,3,SUCCESS,3.320597,1.337677,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,4,SUCCESS,3.190349,1.401032,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,5,SUCCESS,3.176477,1.388432,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,6,SUCCESS,3.324516,1.34642,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,7,SUCCESS,3.330589,1.407206,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,8,SUCCESS,3.321042,1.334303,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,9,SUCCESS,3.280296,1.347116,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,10,SUCCESS,2.871709,1.531267,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,11,SUCCESS,3.102762,1.420488,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,12,SUCCESS,3.136669,1.421797,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,13,SUCCESS,3.21119,1.435842,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,14,SUCCESS,3.186759,1.384485,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,15,SUCCESS,3.173579,1.392572,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,16,SUCCESS,3.167369,1.403881,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,17,SUCCESS,2.954464,1.487513,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,18,SUCCESS,3.231157,1.389198,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,19,SUCCESS,3.379726,1.309955,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,A,mt_pth,20,SUCCESS,3.165681,1.39587,SUCCESS,24.274604,1068160.0,1642540,4,cn99,2026-05-25T18:53:50+00:00,2026-05-25T18:54:44+00:00,
nospec,inline,new,B,mt_pth,1,SUCCESS,3.571908,5.648875,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,2,SUCCESS,3.54361,5.659672,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,3,SUCCESS,3.544514,5.658225,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,4,SUCCESS,3.518563,5.721439,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,5,SUCCESS,3.585518,5.634835,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,6,SUCCESS,3.426132,5.907037,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,7,SUCCESS,3.4403,5.824234,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,8,SUCCESS,3.394322,5.918522,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,9,SUCCESS,3.460372,5.823795,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,10,SUCCESS,3.405116,5.900132,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,11,SUCCESS,3.527772,5.687881,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,12,SUCCESS,3.568622,5.619484,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,13,SUCCESS,3.557523,5.667858,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,14,SUCCESS,3.55774,5.660197,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,15,SUCCESS,3.518016,5.702985,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,16,SUCCESS,3.549692,5.67908,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,17,SUCCESS,3.543289,5.72805,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,18,SUCCESS,3.57485,5.614246,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,19,SUCCESS,3.558025,5.643731,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,B,mt_pth,20,SUCCESS,3.526828,5.690541,SUCCESS,23.95473,1068048.0,1642540,12,cn99,2026-05-25T18:57:30+00:00,2026-05-25T18:59:49+00:00,
nospec,inline,new,C,mt_pth,1,SUCCESS,2.156851,73.355453,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
nospec,inline,new,C,mt_pth,2,SUCCESS,2.182499,72.535584,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
nospec,inline,new,C,mt_pth,3,SUCCESS,2.200409,71.985556,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
nospec,inline,new,C,mt_pth,4,SUCCESS,2.21045,71.63404,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
nospec,inline,new,C,mt_pth,5,SUCCESS,2.212919,71.615391,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
nospec,inline,new,C,mt_pth,6,SUCCESS,2.204415,72.1027,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
nospec,inline,new,C,mt_pth,7,SUCCESS,2.267061,70.166286,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
nospec,inline,new,C,mt_pth,8,SUCCESS,2.197804,72.165496,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
nospec,inline,new,C,mt_pth,9,SUCCESS,2.250587,70.821795,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
nospec,inline,new,C,mt_pth,10,SUCCESS,2.273146,69.904983,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
nospec,inline,new,C,mt_pth,11,SUCCESS,2.201511,72.11305,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
nospec,inline,new,C,mt_pth,12,SUCCESS,2.193096,72.459746,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
nospec,inline,new,C,mt_pth,13,SUCCESS,2.212678,71.767104,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
nospec,inline,new,C,mt_pth,14,SUCCESS,2.265724,70.043076,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
nospec,inline,new,C,mt_pth,15,SUCCESS,2.172542,73.053867,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
nospec,inline,new,C,mt_pth,16,SUCCESS,2.286262,69.543462,SUCCESS,47.741099,1119784.0,1642540,20,cn99,2026-05-25T19:21:42+00:00,2026-05-25T19:46:19+00:00,
